SatisID,Tarih,NoktaID,UrunID,SorumluID,Miktar,Toplam_KG,Currency
3977,2025-02-02,8010,2006,109,13,3.25,AED
3978,2025-02-03,8010,2003,109,9,4.5,AED
3979,2025-02-03,8014,3003,105,13,13.0,TRY
3980,2025-02-03,8042,4004,109,6,3.6,AED
3981,2025-02-03,8002,4001,107,7,10.5,TRY
3982,2025-02-03,8003,2001,104,10,2.5,TRY
3983,2025-02-03,8015,3001,108,5,2.5,TRY
3984,2025-02-03,8038,4002,109,7,21.0,TRY
3985,2025-02-03,8055,2007,103,2,0.5,TRY
3986,2025-02-03,8060,4001,104,3,4.5,TRY
3987,2025-02-03,8023,3001,102,9,4.5,TRY
3988,2025-02-03,8020,4001,106,2,3.0,TRY
3989,2025-02-03,8028,4001,109,9,13.5,TRY
3990,2025-02-03,8024,2002,101,6,1.5,TRY
3991,2025-02-03,8047,2002,103,6,1.5,TRY
3992,2025-02-03,8002,2005,105,5,5.0,TRY
3993,2025-02-04,8012,4003,104,9,7.2,TRY
3994,2025-02-04,8016,4001,105,6,9.0,TRY
3995,2025-02-04,8032,3002,112,5,5.0,TRY
3996,2025-02-04,8030,2002,103,11,2.75,TRY
3997,2025-02-04,8022,2001,103,9,2.25,TRY
3998,2025-02-04,8043,2007,103,13,3.25,TRY
3999,2025-02-04,8047,3001,103,10,5.0,TRY
4000,2025-02-04,8049,4004,102,3,1.8,TRY
4001,2025-02-04,8001,3003,106,10,10.0,TRY
4002,2025-02-04,8019,2003,112,7,3.5,TRY
4003,2025-02-05,8053,2005,104,7,7.0,TRY
4004,2025-02-05,8034,2007,105,2,0.5,TRY
4005,2025-02-05,8041,2004,107,13,3.25,TRY
4006,2025-02-05,8052,3001,111,3,1.5,TRY
4007,2025-02-05,8013,2007,108,6,1.5,EUR
4008,2025-02-05,8006,2001,103,11,2.75,TRY
4009,2025-02-05,8037,4003,111,3,2.4,TRY
4010,2025-02-05,8047,4004,112,2,1.2,TRY
4011,2025-02-05,8042,4005,109,6,1.8,AED
4012,2025-02-05,8057,4005,103,7,2.1,TRY
4013,2025-02-05,8046,2002,108,9,2.25,EUR
4014,2025-02-05,8002,4003,107,6,4.8,TRY
4015,2025-02-06,8051,3001,111,11,5.5,TRY
4016,2025-02-06,8019,4001,103,9,13.5,TRY
4017,2025-02-06,8045,4001,105,1,1.5,TRY
4018,2025-02-06,8036,3001,101,5,2.5,TRY
4019,2025-02-06,8008,4004,109,10,6.0,AED
4020,2025-02-06,8015,4005,106,1,0.3,TRY
4021,2025-02-06,8050,2005,101,13,13.0,TRY
4022,2025-02-06,8022,4005,103,11,3.3,TRY
4023,2025-02-06,8042,3003,109,6,6.0,AED
4024,2025-02-06,8038,4005,108,1,0.3,TRY
4025,2025-02-06,8053,4002,104,3,9.0,TRY
4026,2025-02-06,8019,2004,103,5,1.25,TRY
4027,2025-02-06,8036,4002,101,1,3.0,TRY
4028,2025-02-06,8030,4003,103,1,0.8,TRY
4029,2025-02-07,8045,2004,105,9,2.25,TRY
4030,2025-02-07,8055,4005,103,3,0.9,TRY
4031,2025-02-07,8028,2007,108,5,1.25,TRY
4032,2025-02-07,8018,4002,106,11,33.0,TRY
4033,2025-02-07,8055,2002,112,6,1.5,TRY
4034,2025-02-07,8007,2007,105,9,2.25,TRY
4035,2025-02-07,8023,4002,102,13,39.0,TRY
4036,2025-02-07,8013,2005,108,9,9.0,EUR
4037,2025-02-07,8048,2001,105,11,2.75,TRY
4038,2025-02-07,8002,2004,102,10,2.5,TRY
4039,2025-02-08,8005,4002,103,5,15.0,TRY
4040,2025-02-08,8045,3003,105,7,7.0,TRY
4041,2025-02-08,8019,4004,112,2,1.2,TRY
4042,2025-02-08,8058,2001,106,9,2.25,TRY
4043,2025-02-08,8040,4004,105,13,7.8,TRY
4044,2025-02-08,8022,4003,103,6,4.8,TRY
4045,2025-02-08,8056,2004,105,9,2.25,TRY
4046,2025-02-08,8026,3001,101,10,5.0,TRY
4047,2025-02-08,8058,4004,106,2,1.2,TRY
4048,2025-02-08,8020,2002,106,3,0.75,TRY
4049,2025-02-09,8055,3001,112,3,1.5,TRY
4050,2025-02-09,8027,3001,105,5,2.5,TRY
4051,2025-02-09,8052,3003,101,5,5.0,TRY
4052,2025-02-09,8033,2006,106,3,0.75,TRY
4053,2025-02-09,8035,2002,112,9,2.25,TRY
4054,2025-02-09,8058,4004,106,9,5.4,TRY
4055,2025-02-09,8006,2004,101,13,3.25,TRY
4056,2025-02-09,8017,3002,102,2,2.0,TRY
4057,2025-02-09,8051,4003,101,3,2.4,TRY
4058,2025-02-09,8021,3001,103,13,6.5,TRY
4059,2025-02-09,8019,3001,103,3,1.5,TRY
4060,2025-02-10,8013,4003,108,7,5.6,EUR
4061,2025-02-10,8011,2002,109,1,0.25,AED
4062,2025-02-10,8038,2004,105,5,1.25,TRY
4063,2025-02-10,8035,2001,103,7,1.75,TRY
4064,2025-02-10,8004,4005,105,3,0.9,TRY
4065,2025-02-11,8011,3002,109,11,11.0,AED
4066,2025-02-11,8039,2007,111,6,1.5,TRY
4067,2025-02-11,8051,4003,111,9,7.2,TRY
4068,2025-02-11,8014,2003,105,13,6.5,TRY
4069,2025-02-11,8050,4001,102,5,7.5,TRY
4070,2025-02-11,8060,2001,104,10,2.5,TRY
4071,2025-02-11,8036,4005,111,11,3.3,TRY
4072,2025-02-12,8051,4005,101,10,3.0,TRY
4073,2025-02-12,8038,2003,108,7,3.5,TRY
4074,2025-02-12,8053,2005,104,6,6.0,TRY
4075,2025-02-12,8013,3001,108,9,4.5,EUR
4076,2025-02-12,8032,3003,103,1,1.0,TRY
4077,2025-02-12,8033,3002,106,2,2.0,TRY
4078,2025-02-13,8021,4002,103,13,39.0,TRY
4079,2025-02-13,8035,2007,112,6,1.5,TRY
4080,2025-02-13,8015,2006,111,2,0.5,TRY
4081,2025-02-13,8025,4005,101,10,3.0,TRY
4082,2025-02-13,8051,2005,101,11,11.0,TRY
4083,2025-02-13,8039,2007,111,2,0.5,TRY
4084,2025-02-13,8054,4001,110,13,19.5,USD
4085,2025-02-13,8055,2003,112,2,1.0,TRY
4086,2025-02-13,8012,3003,104,2,2.0,TRY
4087,2025-02-13,8044,3001,108,13,6.5,EUR
4088,2025-02-14,8051,2006,101,1,0.25,TRY
4089,2025-02-14,8027,2004,105,9,2.25,TRY
4090,2025-02-14,8056,2003,105,11,5.5,TRY
4091,2025-02-14,8027,4003,105,3,2.4,TRY
4092,2025-02-14,8050,2002,102,2,0.5,TRY
4093,2025-02-15,8027,2005,105,2,2.0,TRY
4094,2025-02-15,8042,2002,109,7,1.75,AED
4095,2025-02-15,8004,2001,105,10,2.5,TRY
4096,2025-02-15,8050,3002,101,7,7.0,TRY
4097,2025-02-15,8012,2007,104,5,1.25,TRY
4098,2025-02-15,8034,4001,105,10,15.0,TRY
4099,2025-02-15,8012,3002,104,5,5.0,TRY
4100,2025-02-16,8037,4001,111,2,3.0,TRY
4101,2025-02-16,8058,4002,106,3,9.0,TRY
4102,2025-02-16,8027,2002,105,1,0.25,TRY
4103,2025-02-16,8038,3001,112,6,3.0,TRY
4104,2025-02-16,8055,4003,112,3,2.4,TRY
4105,2025-02-16,8048,2003,105,5,2.5,TRY
4106,2025-02-16,8049,4002,101,9,27.0,TRY
4107,2025-02-16,8038,4002,107,6,18.0,TRY
4108,2025-02-16,8036,2006,101,11,2.75,TRY
4109,2025-02-16,8011,3001,109,3,1.5,AED
4110,2025-02-16,8021,4003,103,3,2.4,TRY
4111,2025-02-16,8007,4005,105,1,0.3,TRY
4112,2025-02-17,8026,2002,101,10,2.5,TRY
4113,2025-02-17,8053,4004,104,9,5.4,TRY
4114,2025-02-17,8009,2005,104,9,9.0,TRY
4115,2025-02-17,8013,3002,108,1,1.0,EUR
4116,2025-02-17,8015,2001,102,9,2.25,TRY
4117,2025-02-17,8043,2006,112,9,2.25,TRY
4118,2025-02-17,8029,2001,106,2,0.5,TRY
4119,2025-02-18,8024,3002,102,11,11.0,TRY
4120,2025-02-18,8042,4001,109,9,13.5,AED
4121,2025-02-18,8013,4003,108,5,4.0,EUR
4122,2025-02-18,8004,2007,105,10,2.5,TRY
4123,2025-02-18,8029,4002,106,2,6.0,TRY
4124,2025-02-18,8021,4003,103,6,4.8,TRY
4125,2025-02-18,8015,4004,106,11,6.6,TRY
4126,2025-02-18,8058,4004,106,2,1.2,TRY
4127,2025-02-18,8017,3002,111,9,9.0,TRY
4128,2025-02-19,8059,4004,101,11,6.6,TRY
4129,2025-02-19,8027,2001,105,3,0.75,TRY
4130,2025-02-19,8054,2005,110,6,6.0,USD
4131,2025-02-19,8030,2004,112,6,1.5,TRY
4132,2025-02-19,8021,3003,103,7,7.0,TRY
4133,2025-02-19,8029,4002,106,13,39.0,TRY
4134,2025-02-19,8042,2005,109,1,1.0,AED
4135,2025-02-19,8036,4001,101,1,1.5,TRY
4136,2025-02-19,8042,3003,109,7,7.0,AED
4137,2025-02-19,8003,4001,104,11,16.5,TRY
4138,2025-02-19,8057,3002,112,1,1.0,TRY
4139,2025-02-20,8039,3003,102,13,13.0,TRY
4140,2025-02-20,8036,2004,101,13,3.25,TRY
4141,2025-02-20,8042,2001,109,9,2.25,AED
4142,2025-02-20,8041,3002,109,5,5.0,TRY
4143,2025-02-20,8005,2006,112,2,0.5,TRY
4144,2025-02-20,8011,2007,109,10,2.5,AED
4145,2025-02-20,8051,2003,102,5,2.5,TRY
4146,2025-02-20,8049,3002,111,7,7.0,TRY
4147,2025-02-20,8005,4004,103,11,6.6,TRY
4148,2025-02-20,8043,2002,103,3,0.75,TRY
4149,2025-02-20,8043,2006,103,7,1.75,TRY
4150,2025-02-21,8001,2001,106,13,3.25,TRY
4151,2025-02-21,8018,4001,106,10,15.0,TRY
4152,2025-02-21,8048,2003,105,13,6.5,TRY
4153,2025-02-21,8004,3003,105,11,11.0,TRY
4154,2025-02-21,8007,2002,105,13,3.25,TRY
4155,2025-02-21,8006,4004,112,5,3.0,TRY
4156,2025-02-21,8006,4001,103,2,3.0,TRY
4157,2025-02-21,8014,2001,105,2,0.5,TRY
4158,2025-02-21,8041,2002,101,11,2.75,TRY
4159,2025-02-22,8040,3002,105,6,6.0,TRY
4160,2025-02-22,8035,3003,103,10,10.0,TRY
4161,2025-02-22,8022,4001,112,7,10.5,TRY
4162,2025-02-22,8023,3001,101,1,0.5,TRY
4163,2025-02-22,8017,2002,102,7,1.75,TRY
4164,2025-02-23,8033,3002,106,10,10.0,TRY
4165,2025-02-23,8028,2006,103,6,1.5,TRY
4166,2025-02-23,8035,2001,112,6,1.5,TRY
4167,2025-02-23,8013,3003,108,9,9.0,EUR
4168,2025-02-23,8011,2006,109,1,0.25,AED
4169,2025-02-23,8015,4004,108,5,3.0,TRY
4170,2025-02-23,8041,2003,108,2,1.0,TRY
4171,2025-02-23,8011,3002,109,10,10.0,AED
4172,2025-02-23,8034,4003,105,2,1.6,TRY
4173,2025-02-23,8003,2005,104,11,11.0,TRY
4174,2025-02-23,8056,2003,105,11,5.5,TRY
4175,2025-02-23,8036,2002,111,6,1.5,TRY
4176,2025-02-23,8002,3003,110,3,3.0,TRY
4177,2025-02-24,8015,3003,103,7,7.0,TRY
4178,2025-02-24,8057,3002,112,3,3.0,TRY
4179,2025-02-24,8031,3003,111,3,3.0,TRY
4180,2025-02-24,8054,3003,110,9,9.0,USD
4181,2025-02-24,8018,2004,106,13,3.25,TRY
4182,2025-02-24,8039,2001,111,13,3.25,TRY
4183,2025-02-24,8009,2003,104,9,4.5,TRY
4184,2025-02-24,8006,4001,106,9,13.5,TRY
4185,2025-02-25,8005,2003,103,11,5.5,TRY
4186,2025-02-25,8025,2004,102,2,0.5,TRY
4187,2025-02-25,8033,4005,106,13,3.9,TRY
4188,2025-02-25,8011,4004,109,3,1.8,AED
4189,2025-02-25,8046,3003,108,3,3.0,EUR
4190,2025-02-25,8033,4004,106,6,3.6,TRY
4191,2025-02-25,8052,2003,101,1,0.5,TRY
4192,2025-02-25,8058,3002,106,5,5.0,TRY
4193,2025-02-25,8002,3002,110,10,10.0,TRY
4194,2025-02-25,8016,4001,105,3,4.5,TRY
4195,2025-02-25,8060,2004,104,2,0.5,TRY
4196,2025-02-25,8046,3001,108,9,4.5,EUR
4197,2025-02-25,8054,2005,110,11,11.0,USD
4198,2025-02-26,8008,3003,109,13,13.0,AED
4199,2025-02-26,8014,2007,105,5,1.25,TRY
4200,2025-02-26,8007,2001,105,10,2.5,TRY
4201,2025-02-26,8004,2003,105,9,4.5,TRY
4202,2025-02-26,8017,2001,111,6,1.5,TRY
4203,2025-02-26,8036,2004,102,7,1.75,TRY
4204,2025-02-26,8025,2004,102,5,1.25,TRY
4205,2025-02-27,8003,2006,104,7,1.75,TRY
4206,2025-02-27,8060,2005,104,3,3.0,TRY
4207,2025-02-27,8017,2004,111,9,2.25,TRY
4208,2025-02-27,8025,3002,111,5,5.0,TRY
4209,2025-02-27,8011,2006,109,7,1.75,AED
4210,2025-02-27,8049,2007,111,3,0.75,TRY
4211,2025-02-27,8003,4005,104,2,0.6,TRY
4212,2025-02-27,8056,2004,105,11,2.75,TRY
4213,2025-02-27,8032,2007,112,11,2.75,TRY
4214,2025-02-27,8044,2003,108,2,1.0,EUR
4215,2025-02-28,8005,4004,103,9,5.4,TRY
4216,2025-02-28,8050,2006,101,7,1.75,TRY
4217,2025-02-28,8040,2001,105,11,2.75,TRY
4218,2025-02-28,8029,4004,106,6,3.6,TRY
4219,2025-02-28,8026,3001,101,13,6.5,TRY
4220,2025-02-28,8005,2006,103,3,0.75,TRY
4221,2025-02-28,8037,3001,111,5,2.5,TRY
4222,2025-02-28,8034,3002,105,10,10.0,TRY
4223,2025-03-01,8032,2005,103,9,9.0,TRY
4224,2025-03-01,8002,2002,102,10,2.5,TRY
4225,2025-03-01,8009,2004,104,11,2.75,TRY
4226,2025-03-01,8055,4004,103,6,3.6,TRY
4227,2025-03-01,8022,2004,112,7,1.75,TRY
4228,2025-03-01,8042,4003,109,6,4.8,AED
4229,2025-03-01,8035,4004,103,5,3.0,TRY
4230,2025-03-01,8027,4001,105,3,4.5,TRY
4231,2025-03-01,8037,4001,102,1,1.5,TRY
4232,2025-03-02,8052,2006,102,6,1.5,TRY
4233,2025-03-02,8050,3001,102,9,4.5,TRY
4234,2025-03-02,8021,2007,112,3,0.75,TRY
4235,2025-03-02,8048,3002,105,10,10.0,TRY
4236,2025-03-02,8032,4001,103,13,19.5,TRY
4237,2025-03-03,8042,4005,109,10,3.0,AED
4238,2025-03-03,8036,2005,102,3,3.0,TRY
4239,2025-03-03,8005,3001,103,6,3.0,TRY
4240,2025-03-03,8001,3001,106,10,5.0,TRY
4241,2025-03-03,8007,2001,105,7,1.75,TRY
4242,2025-03-03,8015,2007,107,5,1.25,TRY
4243,2025-03-03,8038,2002,108,6,1.5,TRY
4244,2025-03-03,8035,4001,112,7,10.5,TRY
4245,2025-03-03,8029,2003,106,13,6.5,TRY
4246,2025-03-03,8026,4005,111,13,3.9,TRY
4247,2025-03-03,8028,4001,111,1,1.5,TRY
4248,2025-03-03,8055,2005,112,10,10.0,TRY
4249,2025-03-03,8003,3001,104,6,3.0,TRY
4250,2025-03-04,8035,2004,103,11,2.75,TRY
4251,2025-03-04,8053,4005,104,7,2.1,TRY
4252,2025-03-04,8012,2001,104,5,1.25,TRY
4253,2025-03-04,8042,4005,109,9,2.7,AED
4254,2025-03-04,8006,4004,104,7,4.2,TRY
4255,2025-03-04,8023,4004,101,9,5.4,TRY
4256,2025-03-04,8049,4002,111,3,9.0,TRY
4257,2025-03-04,8049,2001,111,11,2.75,TRY
4258,2025-03-04,8049,2005,102,1,1.0,TRY
4259,2025-03-04,8057,2004,112,11,2.75,TRY
4260,2025-03-04,8016,4001,105,9,13.5,TRY
4261,2025-03-04,8029,2001,106,11,2.75,TRY
4262,2025-03-04,8004,2004,105,13,3.25,TRY
4263,2025-03-04,8046,4002,108,2,6.0,EUR
4264,2025-03-04,8009,2001,104,13,3.25,TRY
4265,2025-03-05,8049,4001,111,6,9.0,TRY
4266,2025-03-05,8017,2002,101,3,0.75,TRY
4267,2025-03-05,8057,2004,112,6,1.5,TRY
4268,2025-03-05,8037,3001,101,10,5.0,TRY
4269,2025-03-05,8005,4001,103,7,10.5,TRY
4270,2025-03-05,8044,2005,108,13,13.0,EUR
4271,2025-03-05,8009,2006,104,1,0.25,TRY
4272,2025-03-05,8002,2003,104,5,2.5,TRY
4273,2025-03-05,8056,3003,105,7,7.0,TRY
4274,2025-03-05,8003,2001,104,11,2.75,TRY
4275,2025-03-05,8046,2003,108,11,5.5,EUR
4276,2025-03-06,8037,4004,111,13,7.8,TRY
4277,2025-03-06,8051,2004,102,10,2.5,TRY
4278,2025-03-06,8056,3002,105,7,7.0,TRY
4279,2025-03-06,8007,4004,105,11,6.6,TRY
4280,2025-03-06,8046,3003,108,1,1.0,EUR
4281,2025-03-06,8037,2004,101,5,1.25,TRY
4282,2025-03-06,8039,4004,101,6,3.6,TRY
4283,2025-03-06,8022,4003,112,1,0.8,TRY
4284,2025-03-06,8009,2001,104,13,3.25,TRY
4285,2025-03-06,8036,2005,101,7,7.0,TRY
4286,2025-03-07,8014,2004,105,3,0.75,TRY
4287,2025-03-07,8038,2006,105,5,1.25,TRY
4288,2025-03-07,8054,2007,110,1,0.25,USD
4289,2025-03-07,8045,2004,105,6,1.5,TRY
4290,2025-03-07,8041,4003,103,5,4.0,TRY
4291,2025-03-07,8012,4004,104,7,4.2,TRY
4292,2025-03-08,8046,2005,108,5,5.0,EUR
4293,2025-03-08,8029,4005,106,9,2.7,TRY
4294,2025-03-08,8054,3003,110,5,5.0,USD
4295,2025-03-08,8054,2004,110,13,3.25,USD
4296,2025-03-08,8025,4003,102,7,5.6,TRY
4297,2025-03-08,8013,4005,108,9,2.7,EUR
4298,2025-03-09,8008,4003,109,2,1.6,AED
4299,2025-03-09,8042,4001,109,13,19.5,AED
4300,2025-03-09,8037,4001,111,11,16.5,TRY
4301,2025-03-09,8058,2005,106,10,10.0,TRY
4302,2025-03-09,8060,4004,104,11,6.6,TRY
4303,2025-03-09,8006,2006,112,5,1.25,TRY
4304,2025-03-09,8029,4001,106,3,4.5,TRY
4305,2025-03-09,8022,2005,112,13,13.0,TRY
4306,2025-03-09,8014,2007,105,10,2.5,TRY
4307,2025-03-09,8015,4001,103,11,16.5,TRY
4308,2025-03-09,8030,2005,103,11,11.0,TRY
4309,2025-03-09,8044,4002,108,13,39.0,EUR
4310,2025-03-10,8056,2004,105,3,0.75,TRY
4311,2025-03-10,8013,4002,108,6,18.0,EUR
4312,2025-03-10,8027,4003,105,7,5.6,TRY
4313,2025-03-10,8023,4002,111,13,39.0,TRY
4314,2025-03-10,8050,2001,101,6,1.5,TRY
4315,2025-03-10,8041,2006,109,7,1.75,TRY
4316,2025-03-10,8022,4002,103,5,15.0,TRY
4317,2025-03-11,8055,4005,112,2,0.6,TRY
4318,2025-03-11,8053,4003,104,13,10.4,TRY
4319,2025-03-11,8030,2006,112,7,1.75,TRY
4320,2025-03-11,8043,2004,103,11,2.75,TRY
4321,2025-03-11,8026,4001,111,1,1.5,TRY
4322,2025-03-11,8025,4003,102,10,8.0,TRY
4323,2025-03-12,8060,3002,104,1,1.0,TRY
4324,2025-03-12,8032,3001,103,9,4.5,TRY
4325,2025-03-12,8047,4005,112,7,2.1,TRY
4326,2025-03-12,8017,4003,102,5,4.0,TRY
4327,2025-03-12,8011,2004,109,3,0.75,AED
4328,2025-03-12,8029,4004,106,9,5.4,TRY
4329,2025-03-12,8038,4001,110,9,13.5,TRY
4330,2025-03-12,8005,2001,103,6,1.5,TRY
4331,2025-03-12,8028,4002,106,11,33.0,TRY
4332,2025-03-13,8009,3003,104,2,2.0,TRY
4333,2025-03-13,8021,4001,112,7,10.5,TRY
4334,2025-03-13,8004,2007,105,13,3.25,TRY
4335,2025-03-13,8055,2005,112,3,3.0,TRY
4336,2025-03-13,8041,2007,102,1,0.25,TRY
4337,2025-03-13,8001,2007,106,10,2.5,TRY
4338,2025-03-13,8021,2006,103,3,0.75,TRY
4339,2025-03-13,8053,2003,104,9,4.5,TRY
4340,2025-03-13,8025,2001,101,9,2.25,TRY
4341,2025-03-13,8039,4004,102,2,1.2,TRY
4342,2025-03-13,8025,3003,102,3,3.0,TRY
4343,2025-03-14,8001,3002,106,2,2.0,TRY
4344,2025-03-14,8013,4003,108,6,4.8,EUR
4345,2025-03-14,8013,3001,108,2,1.0,EUR
4346,2025-03-14,8003,4001,104,13,19.5,TRY
4347,2025-03-14,8041,4003,103,11,8.8,TRY
4348,2025-03-14,8005,4003,112,6,4.8,TRY
4349,2025-03-14,8060,4005,104,2,0.6,TRY
4350,2025-03-14,8041,2003,111,5,2.5,TRY
4351,2025-03-14,8058,3003,106,13,13.0,TRY
4352,2025-03-14,8018,2001,106,6,1.5,TRY
4353,2025-03-15,8002,2002,103,5,1.25,TRY
4354,2025-03-15,8059,2002,104,13,3.25,TRY
4355,2025-03-15,8052,4002,111,11,33.0,TRY
4356,2025-03-15,8021,2002,112,2,0.5,TRY
4357,2025-03-15,8004,3002,105,10,10.0,TRY
4358,2025-03-16,8030,4002,112,11,33.0,TRY
4359,2025-03-16,8050,2002,102,2,0.5,TRY
4360,2025-03-16,8049,4001,111,11,16.5,TRY
4361,2025-03-16,8001,2005,106,3,3.0,TRY
4362,2025-03-16,8014,2004,105,9,2.25,TRY
4363,2025-03-16,8031,2006,101,6,1.5,TRY
4364,2025-03-16,8001,2003,106,6,3.0,TRY
4365,2025-03-16,8005,3002,103,5,5.0,TRY
4366,2025-03-17,8037,2004,102,10,2.5,TRY
4367,2025-03-17,8022,2004,112,1,0.25,TRY
4368,2025-03-17,8023,3001,101,3,1.5,TRY
4369,2025-03-17,8037,2005,101,5,5.0,TRY
4370,2025-03-17,8015,2006,102,11,2.75,TRY
4371,2025-03-17,8034,4003,105,9,7.2,TRY
4372,2025-03-17,8052,2002,111,1,0.25,TRY
4373,2025-03-17,8038,2002,104,6,1.5,TRY
4374,2025-03-17,8038,2002,102,13,3.25,TRY
4375,2025-03-17,8036,3001,101,9,4.5,TRY
4376,2025-03-17,8040,4001,105,13,19.5,TRY
4377,2025-03-18,8047,3001,112,6,3.0,TRY
4378,2025-03-18,8015,2006,110,5,1.25,TRY
4379,2025-03-18,8058,4004,106,6,3.6,TRY
4380,2025-03-18,8056,2002,105,11,2.75,TRY
4381,2025-03-18,8029,2007,106,11,2.75,TRY
4382,2025-03-18,8042,4003,109,1,0.8,AED
4383,2025-03-18,8016,4004,105,11,6.6,TRY
4384,2025-03-18,8004,4002,105,11,33.0,TRY
4385,2025-03-18,8052,3002,101,13,13.0,TRY
4386,2025-03-19,8044,4005,108,10,3.0,EUR
4387,2025-03-19,8055,4005,103,6,1.8,TRY
4388,2025-03-19,8037,2002,101,9,2.25,TRY
4389,2025-03-19,8051,2002,111,6,1.5,TRY
4390,2025-03-19,8053,4005,104,9,2.7,TRY
4391,2025-03-19,8031,3002,101,6,6.0,TRY
4392,2025-03-19,8010,4002,109,6,18.0,AED
4393,2025-03-19,8059,4003,104,2,1.6,TRY
4394,2025-03-19,8005,4002,103,5,15.0,TRY
4395,2025-03-19,8017,4001,102,3,4.5,TRY
4396,2025-03-19,8013,2001,108,11,2.75,EUR
4397,2025-03-20,8037,2003,101,7,3.5,TRY
4398,2025-03-20,8032,2002,103,5,1.25,TRY
4399,2025-03-20,8041,4003,104,3,2.4,TRY
4400,2025-03-20,8024,3002,101,6,6.0,TRY
4401,2025-03-20,8041,2001,106,6,1.5,TRY
4402,2025-03-20,8040,3003,105,7,7.0,TRY
4403,2025-03-20,8028,4002,106,7,21.0,TRY
4404,2025-03-20,8037,3002,102,7,7.0,TRY
4405,2025-03-20,8005,4003,112,6,4.8,TRY
4406,2025-03-20,8005,2004,112,9,2.25,TRY
4407,2025-03-20,8048,3003,105,13,13.0,TRY
4408,2025-03-20,8009,3002,104,13,13.0,TRY
4409,2025-03-20,8006,4004,109,13,7.8,TRY
4410,2025-03-20,8003,4005,104,10,3.0,TRY
4411,2025-03-20,8060,4002,104,9,27.0,TRY
4412,2025-03-21,8026,2004,101,13,3.25,TRY
4413,2025-03-21,8043,3003,112,1,1.0,TRY
4414,2025-03-21,8044,2007,108,3,0.75,EUR
4415,2025-03-21,8009,3002,104,5,5.0,TRY
4416,2025-03-21,8050,4004,102,10,6.0,TRY
4417,2025-03-21,8037,4005,111,10,3.0,TRY
4418,2025-03-22,8034,2003,105,9,4.5,TRY
4419,2025-03-22,8022,4002,103,11,33.0,TRY
4420,2025-03-22,8002,2003,111,13,6.5,TRY
4421,2025-03-22,8034,3002,105,11,11.0,TRY
4422,2025-03-22,8013,4003,108,11,8.8,EUR
4423,2025-03-22,8029,2007,106,2,0.5,TRY
4424,2025-03-22,8013,4004,108,13,7.8,EUR
4425,2025-03-22,8035,2006,103,6,1.5,TRY
4426,2025-03-22,8029,4003,106,10,8.0,TRY
4427,2025-03-22,8052,3003,102,13,13.0,TRY
4428,2025-03-22,8042,2005,109,5,5.0,AED
4429,2025-03-22,8005,2007,103,13,3.25,TRY
4430,2025-03-23,8054,4003,110,5,4.0,USD
4431,2025-03-23,8050,3003,111,13,13.0,TRY
4432,2025-03-23,8005,2004,103,3,0.75,TRY
4433,2025-03-23,8024,2004,102,5,1.25,TRY
4434,2025-03-23,8041,4003,103,7,5.6,TRY
4435,2025-03-23,8046,4005,108,6,1.8,EUR
4436,2025-03-23,8031,3003,101,2,2.0,TRY
4437,2025-03-23,8036,2003,111,7,3.5,TRY
4438,2025-03-23,8032,2006,112,6,1.5,TRY
4439,2025-03-23,8038,2007,101,11,2.75,TRY
4440,2025-03-23,8028,4004,110,7,4.2,TRY
4441,2025-03-23,8034,3002,105,6,6.0,TRY
4442,2025-03-24,8018,3001,106,3,1.5,TRY
4443,2025-03-24,8030,2006,112,1,0.25,TRY
4444,2025-03-24,8060,2003,104,1,0.5,TRY
4445,2025-03-24,8002,2001,104,5,1.25,TRY
4446,2025-03-24,8038,2004,107,13,3.25,TRY
4447,2025-03-24,8027,4005,105,6,1.8,TRY
4448,2025-03-24,8057,2001,112,9,2.25,TRY
4449,2025-03-24,8057,3002,103,11,11.0,TRY
4450,2025-03-24,8048,3001,105,11,5.5,TRY
4451,2025-03-24,8007,4002,105,13,39.0,TRY
4452,2025-03-24,8021,4002,112,6,18.0,TRY
4453,2025-03-24,8010,4001,109,1,1.5,AED
4454,2025-03-24,8060,2007,104,13,3.25,TRY
4455,2025-03-25,8026,2004,102,2,0.5,TRY
4456,2025-03-25,8006,4001,106,11,16.5,TRY
4457,2025-03-25,8027,4003,105,11,8.8,TRY
4458,2025-03-25,8022,2007,112,2,0.5,TRY
4459,2025-03-25,8001,4005,106,9,2.7,TRY
4460,2025-03-25,8010,3003,109,1,1.0,AED
4461,2025-03-25,8058,2001,106,5,1.25,TRY
4462,2025-03-25,8038,4004,109,9,5.4,TRY
4463,2025-03-25,8019,4004,103,5,3.0,TRY
4464,2025-03-26,8036,3002,102,2,2.0,TRY
4465,2025-03-26,8005,3003,103,3,3.0,TRY
4466,2025-03-26,8009,2006,104,10,2.5,TRY
4467,2025-03-26,8057,4005,112,6,1.8,TRY
4468,2025-03-26,8018,3001,106,2,1.0,TRY
4469,2025-03-26,8047,4001,103,13,19.5,TRY
4470,2025-03-26,8035,3002,112,3,3.0,TRY
4471,2025-03-27,8008,4002,109,1,3.0,AED
4472,2025-03-27,8056,2004,105,11,2.75,TRY
4473,2025-03-27,8054,2007,110,1,0.25,USD
4474,2025-03-27,8036,4005,102,6,1.8,TRY
4475,2025-03-27,8025,2006,101,13,3.25,TRY
