Tarih,SorumluID,UrunID,Hedef_Adet,Hedef_KG,Hedef_Net_Satis,Hedef_EBIT
2025-01-23,109,4001,6,9.0,25427.26,6349.22
2025-01-23,110,2001,10,2.5,7695.68,2730.51
2025-01-23,112,4005,10,3.0,40894.61,11359.13
2025-01-24,104,4002,8,24.0,29778.5,4112.97
2025-01-24,105,2001,14,3.5,10834.16,3907.43
2025-01-24,105,2003,3,1.5,2498.54,834.02
2025-01-24,105,3003,1,1.0,849.11,299.48
2025-01-24,106,2002,1,0.25,843.87,273.56
2025-01-24,106,2007,1,0.25,855.24,274.99
2025-01-24,107,4001,2,3.0,8480.99,2881.79
2025-01-24,108,2001,14,3.5,10643.41,3232.55
2025-01-24,111,3002,1,1.0,801.75,281.72
2025-01-24,112,2006,9,2.25,7283.09,2502.41
2025-01-24,112,4002,2,6.0,8030.36,1088.07
2025-01-25,101,4001,3,4.5,12014.06,4149.46
2025-01-25,102,2006,7,1.75,5514.71,2033.91
2025-01-25,102,4002,14,42.0,54101.98,7459.1
2025-01-25,103,2001,2,0.5,1679.28,620.3
2025-01-25,103,4002,1,3.0,4191.3,633.31
2025-01-25,104,2002,3,0.75,2534.26,925.87
2025-01-25,105,2002,9,2.25,7344.72,2525.08
2025-01-25,105,2003,10,5.0,7539.59,2601.38
2025-01-25,105,4001,5,7.5,21338.23,7380.96
2025-01-25,105,4005,12,3.6,46561.97,14150.25
2025-01-25,108,2006,9,2.25,7136.93,1882.71
2025-01-25,112,4004,2,1.2,8331.81,3032.85
2025-01-26,101,4002,11,33.0,41516.4,5741.64
2025-01-26,102,4001,5,7.5,20856.27,7732.83
2025-01-26,103,2001,9,2.25,7065.77,2470.11
2025-01-26,103,2006,1,0.25,839.65,278.1
2025-01-26,105,2002,20,5.0,14884.09,5397.14
2025-01-26,105,2005,5,5.0,3958.09,1408.1
2025-01-26,105,3002,6,6.0,4819.39,1793.68
2025-01-26,109,3002,3,3.0,2359.3,701.06
2025-01-26,109,4001,10,15.0,37873.92,14478.44
2025-01-26,112,4001,11,16.5,41677.08,15804.52
2025-01-27,102,2001,7,1.75,5631.66,1966.63
2025-01-27,105,2006,5,1.25,4061.59,1367.97
2025-01-27,105,3003,3,3.0,2381.3,759.35
2025-01-27,106,2002,6,1.5,5031.87,1802.9
2025-01-27,106,3001,1,0.5,823.22,276.07
2025-01-28,101,2006,2,0.5,1634.28,622.83
2025-01-28,101,3002,14,14.0,11030.16,3862.97
2025-01-28,101,4002,6,18.0,24774.41,4276.51
2025-01-28,102,2002,3,0.75,2362.72,830.06
2025-01-28,102,2004,10,2.5,8047.66,2999.42
2025-01-28,104,2001,10,2.5,7623.28,2645.54
2025-01-28,104,2002,14,3.5,11070.7,4163.97
2025-01-28,104,2004,6,1.5,5026.54,1766.78
2025-01-28,104,4003,2,1.6,8439.55,2959.27
2025-01-28,105,4005,2,0.6,8278.88,2523.76
2025-01-28,106,2005,12,12.0,8967.23,3116.51
2025-01-28,109,2002,14,3.5,10449.29,2690.88
2025-01-28,112,2006,11,2.75,8338.8,2936.64
2025-01-29,102,2003,3,1.5,2378.45,788.92
2025-01-29,102,3003,2,2.0,1565.04,566.93
2025-01-29,103,2006,1,0.25,806.52,259.74
2025-01-29,104,2006,1,0.25,851.62,277.7
2025-01-29,104,4004,6,3.6,25283.33,8402.89
2025-01-29,105,2005,9,9.0,7031.06,2462.43
2025-01-29,106,4005,10,3.0,37324.09,10275.81
2025-01-29,108,2007,14,3.5,10829.19,3697.17
2025-01-29,109,2004,3,0.75,2448.72,669.22
2025-01-29,109,4003,7,5.6,29500.32,8049.27
2025-01-29,112,4002,17,51.0,64294.38,9389.26
2025-01-30,101,2007,5,1.25,4276.76,1343.32
2025-01-30,101,4004,11,6.6,41170.47,14787.73
2025-01-30,102,2003,5,2.5,3918.63,1352.58
2025-01-30,104,2004,3,0.75,2400.14,842.65
2025-01-30,105,2005,9,9.0,7418.06,2296.54
2025-01-30,105,2007,11,2.75,8655.9,2793.0
2025-01-30,105,4001,5,7.5,19925.44,7029.61
2025-01-30,106,3002,5,5.0,4116.14,1431.57
2025-01-30,108,2006,5,1.25,3935.46,983.64
2025-01-30,108,3002,6,6.0,4968.5,1370.2
2025-01-30,109,2003,5,2.5,4097.74,1239.26
2025-01-30,112,2001,14,3.5,10955.94,3844.88
2025-01-30,112,2003,5,2.5,3935.94,1417.68
2025-01-30,112,2004,1,0.25,843.89,307.68
2025-01-31,101,2003,9,4.5,7215.73,2423.34
2025-01-31,101,4003,9,7.2,36992.81,14061.65
2025-01-31,102,2002,2,0.5,1594.2,552.69
2025-01-31,102,4005,1,0.3,4267.49,1337.42
2025-01-31,108,2004,13,3.25,10357.81,3225.89
2025-02-01,101,4003,1,0.8,4275.77,1504.85
2025-02-01,103,3003,6,6.0,5071.15,1652.26
2025-02-01,104,2002,5,1.25,4087.72,1555.28
2025-02-01,104,2007,7,1.75,5659.36,2163.81
2025-02-01,104,3002,1,1.0,813.18,276.58
2025-02-01,105,3003,2,2.0,1690.17,595.22
2025-02-01,106,2002,3,0.75,2512.32,927.78
2025-02-01,106,4002,1,3.0,3952.13,699.44
2025-02-01,109,2001,6,1.5,4913.81,1245.36
2025-02-01,109,2006,5,1.25,4211.7,1136.9
2025-02-01,109,3001,5,2.5,4212.89,1294.03
2025-02-01,112,2001,7,1.75,5930.5,2071.59
2025-02-01,112,2005,9,9.0,7307.29,2487.41
2025-02-02,101,2003,11,5.5,8422.83,2986.57
2025-02-02,102,4003,7,5.6,29454.89,10798.92
2025-02-02,103,2006,5,1.25,4241.79,1562.71
2025-02-02,105,3001,6,3.0,4692.75,1640.28
2025-02-02,106,2003,11,5.5,8620.84,2844.37
2025-02-02,106,4004,5,3.0,20011.2,7160.21
2025-02-02,109,2006,13,3.25,10176.49,2748.47
2025-02-02,111,2002,14,3.5,10758.83,3897.68
2025-02-02,112,2006,12,3.0,9011.89,3424.93
2025-02-02,112,3003,5,5.0,4231.89,1488.12
2025-02-03,101,2002,6,1.5,5119.18,1857.83
2025-02-03,102,3001,9,4.5,7313.28,2682.76
2025-02-03,103,2002,6,1.5,4719.6,1557.12
2025-02-03,103,2007,2,0.5,1638.29,574.31
2025-02-03,104,2001,10,2.5,7881.25,2705.28
2025-02-03,104,4001,3,4.5,12258.62,4762.93
2025-02-03,105,2005,5,5.0,4264.09,1493.79
2025-02-03,105,3003,14,14.0,10792.58,3961.05
2025-02-03,106,4001,2,3.0,7812.0,2576.49
2025-02-03,107,4001,7,10.5,27986.9,9586.63
2025-02-03,108,3001,5,2.5,4039.19,1363.06
2025-02-03,109,2003,10,5.0,7550.92,1999.1
2025-02-03,109,4001,9,13.5,36832.19,12593.89
2025-02-03,109,4002,7,21.0,27575.92,4170.83
2025-02-03,109,4004,6,3.6,24836.78,6272.24
2025-02-04,102,4004,3,1.8,11836.7,4555.23
2025-02-04,103,2001,10,2.5,7586.01,2713.7
2025-02-04,103,2002,11,2.75,8857.65,3015.83
2025-02-04,103,2007,14,3.5,11046.14,3487.26
2025-02-04,103,3001,10,5.0,7949.69,2910.61
2025-02-04,104,4003,10,8.0,37979.87,14614.47
2025-02-04,105,4001,6,9.0,25124.28,9921.57
2025-02-04,106,3003,10,10.0,7937.6,2937.84
2025-02-04,112,2003,7,3.5,5915.88,2346.79
2025-02-04,112,3002,5,5.0,4004.39,1446.65
2025-02-05,103,2001,12,3.0,8973.27,3152.89
2025-02-05,103,4005,7,2.1,28764.31,8947.79
2025-02-05,104,2005,7,7.0,5772.55,2131.59
2025-02-05,105,2007,2,0.5,1639.02,581.16
2025-02-05,107,2004,14,3.5,11026.42,3567.95
2025-02-05,107,4003,6,4.8,25128.02,8538.12
2025-02-05,108,2002,9,2.25,7326.0,1990.03
2025-02-05,108,2007,6,1.5,4768.53,1361.98
2025-02-05,109,4005,6,1.8,23795.34,4909.6
2025-02-05,111,3001,3,1.5,2529.94,862.71
2025-02-05,111,4003,3,2.4,12539.98,4534.14
2025-02-05,112,4004,2,1.2,8351.96,2835.04
2025-02-06,101,2005,13,13.0,10291.65,3831.2
2025-02-06,101,3001,5,2.5,4077.72,1460.09
2025-02-06,101,4002,1,3.0,4052.06,590.65
2025-02-06,103,2004,5,1.25,4160.6,1404.54
2025-02-06,103,4001,9,13.5,36149.36,12245.41
2025-02-06,103,4003,1,0.8,4071.54,1352.88
2025-02-06,103,4005,12,3.6,45922.56,14241.62
2025-02-06,104,4002,3,9.0,12627.16,2191.46
2025-02-06,105,4001,1,1.5,4077.16,1445.67
2025-02-06,106,4005,1,0.3,4243.95,1275.28
2025-02-06,108,4005,1,0.3,3986.03,1076.07
2025-02-06,109,3003,6,6.0,5033.2,1332.11
2025-02-06,109,4004,10,6.0,39925.01,10841.06
2025-02-06,111,3001,12,6.0,8973.82,3137.62
2025-02-07,102,2004,11,2.75,8420.78,2999.98
2025-02-07,102,4002,13,39.0,51681.37,9763.24
2025-02-07,103,4005,3,0.9,12153.18,3853.16
2025-02-07,105,2001,12,3.0,8996.08,2955.3
2025-02-07,105,2004,10,2.5,7506.85,2577.14
2025-02-07,105,2007,10,2.5,7541.22,2353.6
2025-02-07,106,4002,12,36.0,46790.26,7111.18
2025-02-07,108,2005,9,9.0,7260.45,1663.63
2025-02-07,108,2007,5,1.25,4194.76,1439.58
2025-02-07,112,2002,6,1.5,4736.56,1681.8
2025-02-08,101,3001,10,5.0,8068.94,2828.0
2025-02-08,103,4002,5,15.0,20328.11,3690.44
2025-02-08,103,4003,6,4.8,25501.01,8020.33
2025-02-08,105,2004,9,2.25,7352.87,2608.0
2025-02-08,105,3003,7,7.0,5690.73,2060.97
2025-02-08,105,4004,13,7.8,51067.91,17367.82
2025-02-08,106,2001,9,2.25,7281.88,2751.61
2025-02-08,106,2002,3,0.75,2531.51,956.21
2025-02-08,106,4004,2,1.2,8172.84,2705.31
2025-02-08,112,4004,2,1.2,8386.81,3145.7
2025-02-09,101,2004,14,3.5,10683.89,3526.12
2025-02-09,101,3003,5,5.0,4095.17,1480.22
2025-02-09,101,4003,3,2.4,11898.18,4237.17
2025-02-09,102,3002,2,2.0,1607.8,624.68
2025-02-09,103,3001,17,8.5,13061.88,4905.05
2025-02-09,105,3001,5,2.5,3928.41,1363.91
2025-02-09,106,2006,3,0.75,2399.84,775.08
2025-02-09,106,4004,9,5.4,35718.91,11712.1
2025-02-09,112,2002,10,2.5,7518.99,2563.38
2025-02-09,112,3001,3,1.5,2545.8,844.47
2025-02-10,103,2001,7,1.75,5501.96,1763.15
2025-02-10,105,2004,5,1.25,3983.94,1513.99
2025-02-10,105,4005,3,0.9,12710.69,4249.53
2025-02-10,108,4003,7,5.6,27357.29,6482.93
2025-02-10,109,2002,1,0.25,794.17,193.15
2025-02-11,102,4001,5,7.5,20925.73,7577.03
2025-02-11,104,2001,11,2.75,8534.01,2724.98
2025-02-11,105,2003,13,6.5,10156.27,3432.9
2025-02-11,109,3002,11,11.0,8841.21,2452.43
2025-02-11,111,2007,6,1.5,4778.69,1803.62
2025-02-11,111,4003,10,8.0,38054.87,12241.1
2025-02-11,111,4005,12,3.6,46451.94,14710.58
2025-02-12,101,4005,10,3.0,40255.36,11785.95
2025-02-12,103,3003,1,1.0,849.93,301.1
2025-02-12,104,2005,6,6.0,4950.59,1702.64
2025-02-12,106,3002,2,2.0,1619.31,591.52
2025-02-12,108,2003,7,3.5,5920.84,2057.29
2025-02-12,108,3001,9,4.5,7421.92,1926.11
2025-02-13,101,2005,12,12.0,9221.2,3156.34
2025-02-13,101,4005,11,3.3,42248.37,11466.1
2025-02-13,103,4002,14,42.0,53331.79,7487.81
2025-02-13,104,3003,2,2.0,1653.68,634.52
2025-02-13,108,3001,14,7.0,11006.77,2779.69
2025-02-13,110,4001,13,19.5,51647.76,13783.34
2025-02-13,111,2006,2,0.5,1565.2,503.86
2025-02-13,111,2007,2,0.5,1620.66,559.75
2025-02-13,112,2003,2,1.0,1696.44,669.77
2025-02-13,112,2007,6,1.5,5028.88,1692.4
2025-02-14,101,2006,1,0.25,788.4,244.4
2025-02-14,102,2002,2,0.5,1641.21,632.69
2025-02-14,105,2003,12,6.0,9252.75,3089.97
2025-02-14,105,2004,9,2.25,7217.5,2728.52
2025-02-14,105,4003,3,2.4,12646.26,4697.43
2025-02-15,101,3002,7,7.0,5807.03,1959.53
2025-02-15,104,2007,5,1.25,3946.43,1412.9
2025-02-15,104,3002,5,5.0,4237.79,1479.32
2025-02-15,105,2001,11,2.75,8379.23,2845.67
2025-02-15,105,2005,2,2.0,1576.54,597.27
2025-02-15,105,4001,10,15.0,40528.39,14943.39
2025-02-15,109,2002,7,1.75,5705.92,1541.64
2025-02-16,101,2006,11,2.75,8615.37,2807.8
2025-02-16,101,4002,9,27.0,35677.49,4618.21
2025-02-16,103,4003,3,2.4,12021.65,4526.31
2025-02-16,105,2002,1,0.25,806.09,310.79
2025-02-16,105,2003,5,2.5,3994.64,1382.83
2025-02-16,105,4005,1,0.3,4217.09,1156.82
2025-02-16,106,4002,3,9.0,12625.34,2029.05
2025-02-16,107,4002,6,18.0,24103.85,4129.29
2025-02-16,109,3001,3,1.5,2435.7,663.8
2025-02-16,111,4001,2,3.0,7909.63,2594.62
2025-02-16,112,3001,6,3.0,4785.21,1630.11
2025-02-16,112,4003,3,2.4,12196.18,3805.0
2025-02-17,101,2002,10,2.5,8157.56,2756.27
2025-02-17,102,2001,9,2.25,7242.19,2421.66
2025-02-17,104,2005,10,10.0,7567.71,2510.95
2025-02-17,104,4004,10,6.0,37513.25,12053.73
2025-02-17,106,2001,2,0.5,1622.25,583.44
2025-02-17,108,3002,1,1.0,820.2,245.77
2025-02-17,112,2006,9,2.25,7306.59,2636.18
2025-02-18,102,3002,12,12.0,9398.43,3412.37
2025-02-18,103,4003,6,4.8,24241.26,8546.9
2025-02-18,105,2007,11,2.75,8373.0,2709.11
2025-02-18,106,4002,2,6.0,8005.26,1355.08
2025-02-18,106,4004,14,8.4,55533.47,18589.97
2025-02-18,108,4003,5,4.0,19818.35,5782.26
2025-02-18,109,4001,9,13.5,36116.83,10776.12
2025-02-18,111,3002,9,9.0,7131.04,2712.2
2025-02-19,101,4001,1,1.5,4161.82,1544.82
2025-02-19,101,4004,12,7.2,46457.33,15272.61
2025-02-19,103,3003,7,7.0,5646.58,2184.54
2025-02-19,104,4001,12,18.0,44922.69,16733.26
2025-02-19,105,2001,3,0.75,2502.19,956.98
2025-02-19,106,4002,14,42.0,52652.07,7296.21
2025-02-19,109,2005,1,1.0,851.31,245.84
2025-02-19,109,3003,7,7.0,5723.43,1653.29
2025-02-19,110,2005,6,6.0,5086.01,1582.14
2025-02-19,112,2004,6,1.5,4769.2,1524.88
2025-02-19,112,3002,1,1.0,849.3,277.54
2025-02-20,101,2004,14,3.5,10866.68,3904.46
2025-02-20,102,2003,5,2.5,3936.91,1270.16
2025-02-20,102,3003,14,14.0,11063.57,4083.45
2025-02-20,103,2002,3,0.75,2550.55,939.66
2025-02-20,103,2006,7,1.75,5815.72,2051.39
2025-02-20,103,4004,12,7.2,45602.73,16220.15
2025-02-20,109,2001,10,2.5,7589.2,1956.27
2025-02-20,109,2007,11,2.75,8230.86,2106.86
2025-02-20,109,3002,5,5.0,4037.25,1469.75
2025-02-20,111,3002,7,7.0,5684.99,1732.58
2025-02-20,112,2006,2,0.5,1635.0,608.67
2025-02-21,101,2002,11,2.75,8800.21,2980.46
2025-02-21,103,4001,2,3.0,8455.51,2631.28
2025-02-21,105,2001,2,0.5,1588.49,570.44
2025-02-21,105,2002,14,3.5,10627.21,3840.71
2025-02-21,105,2003,13,6.5,10228.84,3427.39
2025-02-21,105,3003,11,11.0,8861.37,2847.04
2025-02-21,106,2001,14,3.5,10781.55,4054.88
2025-02-21,106,4001,11,16.5,41359.59,14658.23
2025-02-21,112,4004,5,3.0,19789.22,7147.91
2025-02-22,101,3001,1,0.5,791.5,249.58
2025-02-22,102,2002,7,1.75,5590.67,2208.14
2025-02-22,103,3003,10,10.0,8136.19,3009.43
2025-02-22,105,3002,6,6.0,4768.23,1744.37
2025-02-22,112,4001,7,10.5,27596.24,10048.14
2025-02-23,103,2006,6,1.5,5004.74,1782.71
2025-02-23,104,2005,12,12.0,9161.33,3130.97
2025-02-23,105,2003,12,6.0,9146.48,3075.26
2025-02-23,105,4003,2,1.6,8219.27,2942.66
2025-02-23,106,3002,11,11.0,8414.04,3052.68
2025-02-23,108,2003,2,1.0,1706.58,643.4
2025-02-23,108,3003,10,10.0,7533.2,1965.93
2025-02-23,108,4004,5,3.0,19887.48,6156.33
2025-02-23,109,2006,1,0.25,801.92,212.7
2025-02-23,109,3002,10,10.0,7904.63,2049.28
2025-02-23,110,3003,3,3.0,2424.25,849.71
2025-02-23,111,2002,6,1.5,4854.43,1776.54
2025-02-23,112,2001,6,1.5,4693.49,1702.86
2025-02-24,103,3003,7,7.0,5636.8,2004.85
2025-02-24,104,2003,9,4.5,7212.85,2566.97
2025-02-24,106,2004,13,3.25,10404.52,3675.62
2025-02-24,106,4001,10,15.0,37404.46,12339.65
2025-02-24,110,3003,10,10.0,7583.51,2328.62
2025-02-24,111,2001,13,3.25,10225.95,3437.18
2025-02-24,111,3003,3,3.0,2562.07,962.67
2025-02-24,112,3002,3,3.0,2498.74,826.74
2025-02-25,101,2003,1,0.5,849.72,286.07
2025-02-25,102,2004,2,0.5,1588.73,548.35
2025-02-25,103,2003,12,6.0,9150.68,3453.64
2025-02-25,104,2004,2,0.5,1648.88,591.87
2025-02-25,105,4001,3,4.5,12386.69,4324.42
2025-02-25,106,3002,5,5.0,3938.03,1279.32
2025-02-25,106,4004,6,3.6,23599.33,7841.57
2025-02-25,106,4005,14,4.2,55074.55,18096.06
2025-02-25,108,3001,10,5.0,7448.03,2221.97
2025-02-25,108,3003,3,3.0,2397.13,698.84
2025-02-25,109,4004,3,1.8,11799.66,3231.7
2025-02-25,110,2005,12,12.0,9091.82,2273.1
2025-02-25,110,3002,11,11.0,8394.65,3252.09
2025-02-26,102,2004,12,3.0,9637.74,3560.78
2025-02-26,105,2001,11,2.75,8208.56,2560.94
2025-02-26,105,2003,10,5.0,7696.18,2552.54
2025-02-26,105,2007,5,1.25,4277.46,1548.26
2025-02-26,109,3003,13,13.0,10362.79,2680.01
2025-02-26,111,2001,6,1.5,4847.01,1577.82
2025-02-27,104,2005,3,3.0,2561.37,815.97
2025-02-27,104,2006,7,1.75,5909.7,2110.96
2025-02-27,104,4005,2,0.6,7978.96,2169.93
2025-02-27,105,2004,12,3.0,8961.27,3253.29
2025-02-27,108,2003,2,1.0,1672.21,387.51
2025-02-27,109,2006,7,1.75,5875.78,1612.71
2025-02-27,111,2004,9,2.25,7380.65,2582.62
2025-02-27,111,2007,3,0.75,2366.01,789.79
2025-02-27,111,3002,5,5.0,3931.06,1353.06
2025-02-27,112,2007,12,3.0,9288.96,3372.53
2025-02-28,101,2006,7,1.75,5902.55,1942.99
2025-02-28,101,3001,14,7.0,11121.59,3681.35
2025-02-28,103,2006,3,0.75,2436.14,856.65
2025-02-28,103,4004,9,5.4,35495.54,11841.93
2025-02-28,105,2001,12,3.0,9265.76,3018.01
2025-02-28,105,3002,11,11.0,8243.93,2895.06
2025-02-28,106,4004,6,3.6,25472.71,8691.32
2025-02-28,111,3001,5,2.5,3987.58,1370.16
2025-03-01,102,2002,11,2.75,8330.16,2590.2
2025-03-01,102,4001,1,1.5,4036.83,1244.84
2025-03-01,103,2005,9,9.0,7212.95,2620.18
2025-03-01,103,4004,11,6.6,44252.41,15484.41
2025-03-01,104,2004,11,2.75,8882.53,2888.46
2025-03-01,105,4001,3,4.5,11864.69,4393.36
2025-03-01,109,4003,6,4.8,23628.54,5391.36
2025-03-01,112,2004,7,1.75,5596.62,2091.31
2025-03-02,102,2006,6,1.5,4792.05,1736.51
2025-03-02,102,3001,9,4.5,7083.1,2655.08
2025-03-02,103,4001,14,21.0,54493.09,20687.25
2025-03-02,105,3002,11,11.0,8191.44,2911.04
2025-03-02,112,2007,3,0.75,2450.93,836.52
2025-03-03,102,2005,3,3.0,2504.39,912.51
2025-03-03,103,3001,6,3.0,4831.38,1773.77
2025-03-03,104,3001,6,3.0,4809.19,1630.07
2025-03-03,105,2001,8,2.0,5969.04,2089.77
2025-03-03,106,2003,13,6.5,10329.86,3582.97
2025-03-03,106,3001,11,5.5,8420.68,2627.64
2025-03-03,107,2007,5,1.25,4118.92,1295.13
2025-03-03,108,2002,6,1.5,4688.7,1579.03
2025-03-03,109,4005,10,3.0,39100.44,8817.76
2025-03-03,111,4001,1,1.5,3983.43,1464.28
2025-03-03,111,4005,13,3.9,51970.58,15479.8
2025-03-03,112,2005,11,11.0,8330.54,3230.75
2025-03-03,112,4001,7,10.5,29174.36,9599.33
2025-03-04,101,4004,9,5.4,36101.95,13531.61
2025-03-04,102,2005,1,1.0,828.69,285.84
2025-03-04,103,2004,12,3.0,9051.36,3160.31
2025-03-04,104,2001,19,4.75,14441.04,5387.62
2025-03-04,104,4004,7,4.2,27533.04,10170.89
2025-03-04,104,4005,7,2.1,29187.95,8161.63
2025-03-04,105,2004,14,3.5,10739.67,3658.74
2025-03-04,105,4001,9,13.5,37039.03,14088.48
2025-03-04,106,2001,12,3.0,9148.72,3233.86
2025-03-04,108,4002,2,6.0,8081.43,803.77
2025-03-04,109,4005,9,2.7,35874.24,8389.29
2025-03-04,111,2001,12,3.0,9159.13,3305.98
2025-03-04,111,4002,3,9.0,12794.15,1317.27
2025-03-04,112,2004,12,3.0,9190.49,3180.54
2025-03-05,101,2002,3,0.75,2559.16,839.58
2025-03-05,101,3001,10,5.0,8114.84,2825.15
2025-03-05,103,4001,7,10.5,29476.17,10618.47
2025-03-05,104,2001,11,2.75,8757.5,3151.41
2025-03-05,104,2003,5,2.5,4100.5,1473.81
2025-03-05,104,2006,1,0.25,850.54,306.03
2025-03-05,105,3003,7,7.0,5632.83,2061.1
2025-03-05,108,2003,11,5.5,8650.83,2035.26
2025-03-05,108,2005,14,14.0,10720.39,3080.27
2025-03-05,111,4001,6,9.0,24129.03,7923.46
2025-03-05,112,2004,6,1.5,4730.94,1501.02
2025-03-06,101,2004,5,1.25,4066.31,1507.68
2025-03-06,101,2005,7,7.0,5939.64,2063.59
2025-03-06,101,4004,6,3.6,24516.94,9230.23
2025-03-06,102,2004,11,2.75,8341.05,2639.01
2025-03-06,104,2001,14,3.5,10566.67,3439.68
2025-03-06,105,3002,7,7.0,5880.91,2144.54
2025-03-06,105,4004,11,6.6,43501.29,15295.65
2025-03-06,108,3003,1,1.0,785.01,228.42
2025-03-06,111,4004,13,7.8,51905.44,16955.31
2025-03-06,112,4003,1,0.8,3944.62,1422.25
2025-03-07,103,4003,5,4.0,19995.32,6398.22
2025-03-07,104,4004,7,4.2,27478.8,9141.69
2025-03-07,105,2004,10,2.5,7671.01,2566.04
2025-03-07,105,2006,5,1.25,4198.43,1587.73
2025-03-07,110,2007,1,0.25,834.74,200.11
2025-03-08,102,4003,7,5.6,28279.64,11124.0
2025-03-08,106,4005,10,3.0,38208.87,11138.1
2025-03-08,108,2005,5,5.0,4102.62,1128.94
2025-03-08,108,4005,9,2.7,35191.72,8383.47
2025-03-08,110,2004,14,3.5,11061.35,3132.76
2025-03-08,110,3003,5,5.0,4219.14,1107.23
2025-03-09,103,2005,12,12.0,9013.41,2859.04
2025-03-09,103,4001,12,18.0,45313.2,14543.97
2025-03-09,104,4004,12,7.2,46747.84,17925.41
2025-03-09,105,2007,10,2.5,7895.45,2591.87
2025-03-09,106,2005,11,11.0,8245.78,3020.51
2025-03-09,106,4001,3,4.5,12806.33,4667.77
2025-03-09,108,4002,14,42.0,52283.23,4473.41
2025-03-09,109,4001,14,21.0,54491.69,16433.73
2025-03-09,109,4003,2,1.6,8434.81,2214.42
2025-03-09,111,4001,12,18.0,46908.05,15605.16
2025-03-09,112,2005,14,14.0,10828.4,3624.33
2025-03-09,112,2006,5,1.25,4006.34,1498.42
2025-03-10,101,2001,6,1.5,5099.47,1900.68
2025-03-10,103,4002,5,15.0,19592.85,3031.72
2025-03-10,105,2004,3,0.75,2533.41,993.93
2025-03-10,105,4003,7,5.6,27803.19,9965.15
2025-03-10,108,4002,6,18.0,24296.21,1546.39
2025-03-10,109,2006,7,1.75,5764.98,2228.67
2025-03-10,111,4002,14,42.0,54015.01,10145.79
2025-03-11,102,4003,11,8.8,41409.23,15453.11
2025-03-11,103,2004,12,3.0,9286.95,3472.63
2025-03-11,104,4003,14,11.2,54755.84,18010.87
2025-03-11,111,4001,1,1.5,4070.17,1571.45
2025-03-11,112,2006,7,1.75,5928.32,2151.44
2025-03-11,112,4005,2,0.6,8023.41,2556.22
2025-03-12,102,4003,5,4.0,20957.08,7794.44
2025-03-12,103,2001,6,1.5,4699.11,1796.56
2025-03-12,103,3001,9,4.5,7070.79,2438.65
2025-03-12,104,3002,1,1.0,823.54,276.34
2025-03-12,106,4002,12,36.0,45379.11,5995.61
2025-03-12,106,4004,10,6.0,37452.72,14211.66
2025-03-12,109,2004,3,0.75,2394.46,640.58
2025-03-12,110,4001,9,13.5,35547.89,13651.23
2025-03-12,112,4005,8,2.4,29781.23,9664.22
2025-03-13,101,2001,10,2.5,7490.96,2538.92
2025-03-13,102,2007,1,0.25,797.71,272.58
2025-03-13,102,3003,3,3.0,2547.61,840.42
2025-03-13,102,4004,2,1.2,8168.84,2819.96
2025-03-13,103,2006,3,0.75,2366.75,913.06
2025-03-13,104,2003,9,4.5,7286.76,2341.82
2025-03-13,104,3003,2,2.0,1585.15,604.29
2025-03-13,105,2007,13,3.25,10290.72,3246.58
2025-03-13,106,2007,11,2.75,8469.08,3051.36
2025-03-13,112,2005,3,3.0,2356.52,886.84
2025-03-13,112,4001,7,10.5,29264.46,10069.27
2025-03-14,103,4003,12,9.6,45048.43,15802.11
2025-03-14,104,4001,14,21.0,53608.34,18250.55
2025-03-14,104,4005,2,0.6,8313.7,2839.4
2025-03-14,106,2001,6,1.5,4863.24,1588.68
2025-03-14,106,3002,2,2.0,1620.49,570.88
2025-03-14,106,3003,13,13.0,10380.76,4006.57
2025-03-14,108,3001,2,1.0,1668.97,422.22
2025-03-14,108,4003,6,4.8,24569.97,6513.21
2025-03-14,111,2003,5,2.5,4091.5,1384.1
2025-03-14,112,4003,6,4.8,25477.14,8846.02
2025-03-15,103,2002,5,1.25,4010.34,1544.64
2025-03-15,104,2002,13,3.25,10242.75,3614.99
2025-03-15,105,3002,10,10.0,8114.44,2923.42
2025-03-15,111,4002,12,36.0,46624.17,6851.37
2025-03-15,112,2002,2,0.5,1614.88,595.69
2025-03-16,101,2006,6,1.5,4737.7,1734.84
2025-03-16,102,2002,2,0.5,1677.14,635.31
2025-03-16,103,3002,5,5.0,3958.86,1337.82
2025-03-16,105,2004,9,2.25,7182.9,2535.9
2025-03-16,106,2003,6,3.0,5059.87,1939.22
2025-03-16,106,2005,3,3.0,2514.49,930.04
2025-03-16,111,4001,12,18.0,45634.23,15272.67
2025-03-16,112,4002,11,33.0,43625.79,5457.5
2025-03-17,101,2005,5,5.0,4099.24,1538.68
2025-03-17,101,3001,13,6.5,9701.97,3487.7
2025-03-17,102,2002,13,3.25,10381.44,3529.85
2025-03-17,102,2004,10,2.5,7854.27,2899.34
2025-03-17,102,2006,12,3.0,9127.17,3060.01
2025-03-17,104,2002,6,1.5,4731.2,1706.46
2025-03-17,105,4001,14,21.0,52810.27,18316.31
2025-03-17,105,4003,9,7.2,35725.18,11502.58
2025-03-17,111,2002,1,0.25,805.84,273.95
2025-03-17,112,2004,1,0.25,789.12,259.31
2025-03-18,101,3002,13,13.0,10367.44,3860.33
2025-03-18,105,2002,12,3.0,9084.05,3326.49
2025-03-18,105,4002,12,36.0,46549.19,8105.52
